详情链接,缩略图,楼盘名称,楼盘地址,户型,楼盘状态,楼盘标签,楼盘价格
https://wx.fang.anjuke.com/loupan/439935.html,https://pic4.ajkimg.com/display/xinfang/27b47c4c0bdd49e841c8e7a21be985da/180x135m.jpg,雅居乐旭辉藏珑府项目,[ 滨湖 河埒 ] 梁溪路与蠡溪路交叉口西北侧,['建筑面积：43180㎡'],"['待售', '住宅']","['地块规划', '轨交房', '医院', '银行']",售价待定周边均价20500元/m²
https://wx.fang.anjuke.com/loupan/263984.html,https://pic4.ajkimg.com/display/xinfang/a85e5a843d0df10c0f5d07e38711c9cf/180x135m.jpg,无锡保华马山项目,[ 滨湖 马山 ] 陆马公路与常乐路交叉口西北侧,['建筑面积：261171㎡'],"['待售', '住宅']","['项目在建', '装修交付', '品牌开发商', '低容积']",售价待定周边均价22708元/m²
https://wx.fang.anjuke.com/loupan/413451.html,https://pic4.ajkimg.com/display/xinfang/0e333c1acc194446f320c7504f14abf5/180x135m.jpg,蠡湖花都隐秀路项目,[ 滨湖 蠡湖 ] 经贸路与隐秀路交叉口西北侧,['建筑面积：8322㎡'],"['待售', '办公楼']","['商业街', '医院', '学校', '银行']",售价待定周边均价27833元/m²
https://wx.fang.anjuke.com/loupan/448886.html,https://pic4.ajkimg.com/display/xinfang/c4665f2013d560dde1647d6ad8c9e47a/180x135m.jpg,万科吴都路地块,[ 滨湖 太湖 ] 吴都路与兴梁道交叉口西北侧,[],"['待售', '住宅']","['地块规划', '轨交房', '装修交付']",售价待定周边均价20569元/m²
https://wx.fang.anjuke.com/loupan/424549.html,https://pic4.ajkimg.com/display/xinfang/0a98efd1ca821cbfb55ffe0aa710531e/180x135m.jpg,滨湖城市投资公司青祁路项目,[ 滨湖 河埒 ] 青祁路与展西路交叉口西北侧,['建筑面积：27793㎡'],"['待售', '商住']","['轨交房', '品牌开发商', '购物中心', '商业街']",售价待定周边均价20300元/m²
https://wx.fang.anjuke.com/loupan/410625.html,https://pic4.ajkimg.com/display/xinfang/f6475c36bd071e663c0f5faf8fbbee61/180x135m.jpg,江苏五星实业南长区项目,[ 梁溪 南长 ] 清扬路南长建设局大楼南侧,['建筑面积：28918㎡'],"['待售', '店铺']","['地块规划', '轨交房', '医院', '学校']",售价待定周边均价18313元/m²
https://wx.fang.anjuke.com/loupan/410782.html,https://pic4.ajkimg.com/display/xinfang/5ecdf1b02af1061fa1131f7c6b5ac216/180x135m.jpg,硕放房产新区项目,[ 新吴 硕放 ] 机场路南侧、硕梅路西侧、硕果路北侧,['建筑面积：46978㎡'],"['待售', '店铺']",['地块规划'],售价待定周边均价10000元/m²
https://wx.fang.anjuke.com/loupan/410461.html,https://pic4.ajkimg.com/display/xinfang/418a037a5f24c4960f161fab86a6633e/180x135m.jpg,北国投资立信大道项目,[ 滨湖 太湖 ] 立信大道与和风路交叉口东北侧,['建筑面积：83645㎡'],"['待售', '店铺']",['银行'],售价待定周边均价20812元/m²
https://wx.fang.anjuke.com/loupan/410861.html,https://pic4.ajkimg.com/display/xinfang/2b3e5842b5b619a3b9cee362ee47770b/180x135m.jpg,新太阳房产阳山项目,[ 惠山 阳山 ] 东至阳山镇派出所，南至环山路,[],"['待售', '店铺']",['医院'],售价待定周边均价10529元/m²
https://wx.fang.anjuke.com/loupan/446567.html,https://pic4.ajkimg.com/display/xinfang/64f2dadb1bf4adf5e55663f7bc865dd9/180x135m.jpg,恒廷弘业路地块,[ 锡山 锡东 ] 锡东新城商务区东翔路北、弘业路东,[],"['待售', '住宅']",[],售价待定周边均价14667元/m²
https://wx.fang.anjuke.com/loupan/263937.html,https://pic4.ajkimg.com/display/xinfang/7cf5221f4c8a0bcea919c70ed4f8f905/180x135m.jpg,中瑞一号项目,[ 滨湖 太湖 ] 具区路与贡湖大道交叉口西北侧,['建筑面积：222002㎡'],"['待售', '住宅']","['地块规划', '低容积', '高绿化率', '小型社区']",售价待定周边均价21569元/m²
https://wx.fang.anjuke.com/loupan/423117.html,https://pic4.ajkimg.com/display/xinfang/aadfeb712ded892bb87644b97dbf1508/180x135m.jpg,无锡世奥广场地块,[ 锡山 锡东 ] 高铁站商务区翠山路东、兴吴路北,['建筑面积：87199㎡'],"['待售', '办公楼']","['地块规划', '轨交房', '小型社区', '银行']",售价待定周边均价14000元/m²
https://wx.fang.anjuke.com/loupan/244853.html,https://pic4.ajkimg.com/display/xinfang/491fff934287a9c871156a36acb1124c/180x135m.jpg,华夏东港镇项目,[ 锡山 东港 ] 东港路北、金星路东,['建筑面积：210362㎡'],"['待售', '住宅']",['地块规划'],售价待定周边均价9500元/m²
https://wx.fang.anjuke.com/loupan/410614.html,https://pic4.ajkimg.com/display/xinfang/eb221b929fddcaddff8c03ebc80865e2/180x135m.jpg,火车站北广场综合体地块,[ 梁溪 崇安 ] 锡沪西路与北新河交汇处,['建筑面积：4225300㎡'],"['待售', '店铺']","['地块规划', '轨交房', '购物中心', '银行']",售价待定周边均价17300元/m²
https://wx.fang.anjuke.com/loupan/433690.html,https://pic4.ajkimg.com/display/xinfang/9e0d5f0d1abc2fed9e7deac607a913d5/180x135m.jpg,吉宝富力城南地块,[ 新吴 江溪 ] 机场路以东、江溪路以南、锡士路以西、...,['建筑面积：360500㎡'],"['待售', '住宅']","['地块规划', '大型社区']",售价待定周边均价12440元/m²
https://wx.fang.anjuke.com/loupan/244864.html,https://pic4.ajkimg.com/display/xinfang/17f2bac15484a880d0c4640d0dad106b/180x135m.jpg,恒基创意生活城项目,[ 新吴 新安 ] 太湖国际科技园（华新北路与净慧东道交...,"['1室', '建筑面积：47㎡']","['待售', '住宅']","['地块规划', '学校', '南北通透', '小户型']",售价待定周边均价15333元/m²
https://wx.fang.anjuke.com/loupan/425281.html,https://pic4.ajkimg.com/display/xinfang/7c8a86a312b0df7512f147a4e0263f0d/180x135m.jpg,大宗钢铁惠山项目,[ 惠山 钱桥 ] 新邺大道与玉泉路交叉口东北侧（晴山蓝...,['建筑面积：90000㎡'],"['待售', '店铺']",[],售价待定周边均价16333元/m²
https://wx.fang.anjuke.com/loupan/449012.html,https://pic4.ajkimg.com/display/xinfang/6431ad9b153ce6b9d22e577a4814d3b3/180x135m.jpg,新发汇融净慧西道地块,[ 新吴 新安 ] 新吴区净慧西道与和风路交叉口东北侧,[],"['待售', '住宅']","['学校', '便利店']",售价待定周边均价15333元/m²
https://wx.fang.anjuke.com/loupan/448723.html,https://pic4.ajkimg.com/display/xinfang/f32f7cf52f6ec7a233880c0b272039a3/180x135m.jpg,华侨城通泊路地块,[ 梁溪 南长 ] 通泊路与动力路交叉口东南侧,[],"['待售', '住宅']",[],售价待定周边均价19071元/m²
https://wx.fang.anjuke.com/loupan/239704.html,https://pic4.ajkimg.com/display/xinfang/4a742a8d77e953121f641b75f7c3a19c/180x135m.jpg,洛社城建洛南大道项目,[ 惠山 洛社 ] 站前北路西侧洛南大道北侧,['建筑面积：78123㎡'],"['待售', '住宅']",['低容积'],售价待定周边均价13167元/m²
https://wx.fang.anjuke.com/loupan/410955.html,https://pic4.ajkimg.com/display/xinfang/97751ee8b143d0aaecc57ab8f0efd69c/180x135m.jpg,中凯润投资硕放项目,[ 新吴 硕放 ] 薛典路东侧，经一路西侧,['建筑面积：12737㎡'],"['待售', '店铺']",['地块规划'],售价待定周边均价10000元/m²
https://wx.fang.anjuke.com/loupan/410954.html,https://pic4.ajkimg.com/display/xinfang/a4bdaef00eb2cb40361fd001f04a4439/180x135m.jpg,中锦城硕放项目,[ 新吴 硕放 ] 薛典路东侧、经一路西侧,['建筑面积：85370㎡'],"['待售', '店铺']",['地块规划'],售价待定周边均价10000元/m²
https://wx.fang.anjuke.com/loupan/439934.html,https://pic4.ajkimg.com/display/xinfang/4aecde1717f3f22c0e49d99962a6b288/180x135m.jpg,华广新城西路地块,[ 惠山 洛社 ] 新城西路与中央路交叉口东南侧,['建筑面积：95849㎡'],"['待售', '住宅']","['商业街', '银行']",售价待定周边均价13167元/m²
https://wx.fang.anjuke.com/loupan/410863.html,https://pic4.ajkimg.com/display/xinfang/9b67993ab4f0a94fc970e23821d608c2/180x135m.jpg,新震泽实业太湖新城项目,[ 滨湖 太湖 ] 太湖新城立德道与规划道路,['建筑面积：66746㎡'],['待售'],"['地块规划', '银行']",售价待定周边均价20812元/m²
https://wx.fang.anjuke.com/loupan/432656.html,https://pic4.ajkimg.com/display/xinfang/608a95eaffc6ff5e15264bafdfc14a8f/180x135m.jpg,信义许舍地块,[ 滨湖 太湖 ] 状元路与学府路交叉口西南侧,['建筑面积：132642㎡'],"['待售', '住宅']","['地块规划', '低容积', '公园', '学校']",售价待定周边均价20420元/m²
https://wx.fang.anjuke.com/loupan/239776.html,https://pic4.ajkimg.com/display/xinfang/8091d3aac26d25caf80def332cee1670/180x135m.jpg,星海南扬华庭项目,[ 梁溪 南长 ] 清扬路东侧，现状通扬路以西，南、北两...,['建筑面积：250000㎡'],"['待售', '住宅']","['地块规划', '轨交房', '高绿化率', '人车分流']",售价待定周边均价18313元/m²
https://wx.fang.anjuke.com/loupan/441178.html,https://pic4.ajkimg.com/display/xinfang/c463785fba4d2e871bd4d28933d911ef/180x135m.jpg,首开永泰渔港路地块,[ 滨湖 马山 ] 渔港路与观湖路交叉口西南侧,['建筑面积：299012㎡'],"['待售', '住宅']","['地块规划', '低容积', '高绿化率', '小型社区']",售价待定周边均价22708元/m²
https://wx.fang.anjuke.com/loupan/263987.html,https://pic4.ajkimg.com/display/xinfang/8d90d88345c87b523567bf0b3847f10e/180x135m.jpg,深航置业五湖大道东项目,[ 滨湖 太湖 ] 五湖大道东侧、周新路南侧、大通路北侧...,['建筑面积：182635㎡'],"['待售', '住宅']","['地块规划', '医院', '学校', '银行']",售价待定周边均价20812元/m²
https://wx.fang.anjuke.com/loupan/410967.html,https://pic4.ajkimg.com/display/xinfang/8a5612dd6548f6debf8e92d787a85763/180x135m.jpg,紫光置业立信大道项目,[ 滨湖 太湖 ] 立信大道与和风路交汇处东北角,['建筑面积：87246㎡'],"['待售', '店铺']","['地块规划', '银行']",售价待定周边均价20812元/m²
https://wx.fang.anjuke.com/loupan/410844.html,https://pic4.ajkimg.com/display/xinfang/8ddc2492435ce7871e61312dc2d3ed12/180x135m.jpg,小娄巷历史街区项目,[ 梁溪 崇安 ] 新生路与人民中路交汇处（苏宁电器旁）,['建筑面积：20000㎡'],['待售'],"['地块规划', '多轨交', '旅游地产', '购物中心']",售价待定周边均价17300元/m²
https://wx.fang.anjuke.com/loupan/410536.html,https://pic4.ajkimg.com/display/xinfang/4554d525a37d745da8c4a8133ccb1192/180x135m.jpg,国联房地产太湖新城项目,[ 滨湖 太湖 ] 丰润道与震泽路交汇处东北侧,['建筑面积：79640㎡'],"['待售', '店铺']",[],售价待定周边均价20812元/m²
https://wx.fang.anjuke.com/loupan/448333.html,https://pic4.ajkimg.com/display/xinfang/c68c21a66176b1e12e02881c62d8be9c/180x135m.jpg,北控胡埭地块,[ 滨湖 马山 ] 人民路与胡埭路交叉口东北侧,[],"['待售', '住宅']","['地块规划', '品牌开发商', '银行']",售价待定周边均价22708元/m²
https://wx.fang.anjuke.com/loupan/449036.html,https://pic4.ajkimg.com/display/xinfang/34779cd5fb157bdba42fcc62ece4a3be/180x135m.jpg,耘林钱桥地块,[ 惠山 钱桥 ] S342南侧、藕中路东侧,[],"['待售', '住宅']",[],售价待定周边均价16333元/m²
https://wx.fang.anjuke.com/loupan/422970.html,https://pic4.ajkimg.com/display/xinfang/d38c58b03928e98feaff3292d7faf93f/180x135m.jpg,太湖新城蠡湖大道项目,[ 滨湖 蠡湖 ] 蠡湖大道东侧，金石路北侧 ，万顺路西...,['建筑面积：228459㎡'],"['待售', '商住']","['购物中心', '商业街', '学校', '银行']",售价待定周边均价27833元/m²
https://wx.fang.anjuke.com/loupan/410853.html,https://pic4.ajkimg.com/display/xinfang/8f04a1031d1db0ca7be63bf6225d0603/180x135m.jpg,新港商业投资南长区项目,[ 梁溪 南长 ] 南长街西侧（原南长医院）,['建筑面积：5240㎡'],"['待售', '店铺']","['地块规划', '轨交房', '购物中心', '医院']",售价待定周边均价18313元/m²
https://wx.fang.anjuke.com/loupan/250658.html,https://pic4.ajkimg.com/display/xinfang/4bd5c356e46b00bf56b661de020ed800/180x135m.jpg,国际金融中心项目,[ 惠山 堰桥 ] 沪宁高铁惠山站区万花路与中惠路交叉口...,['建筑面积：277401㎡'],"['待售', '商住']",['地块规划'],售价待定周边均价13386元/m²
https://wx.fang.anjuke.com/loupan/425101.html,https://pic4.ajkimg.com/display/xinfang/37f697e4bce5f66cb26aec40d465825a/180x135m.jpg,惠山新城置业政和大道北项目,[ 惠山 堰桥 ] 规划行知路南、政和大道北,['建筑面积：9391㎡'],"['待售', '办公楼']","['购物中心', '公园', '银行']",售价待定周边均价13386元/m²
https://wx.fang.anjuke.com/loupan/410481.html,https://pic4.ajkimg.com/display/xinfang/00a6b363dff9e825cebc90474e03596f/180x135m.jpg,城西惠山区项目,[ 惠山 钱桥 ] 锡宜高速入口东侧、蚕种公司北侧,['建筑面积：15765㎡'],"['待售', '店铺']","['购物中心', '银行']",售价待定周边均价16333元/m²
https://wx.fang.anjuke.com/loupan/446570.html,https://pic4.ajkimg.com/display/xinfang/1a767d859295763ef750ac397b7ac139/180x135m.jpg,海尔新华路地块,[ 锡山 锡东 ] 新华路西、兴越路北,[],"['待售', '住宅']",['轨交房'],售价待定周边均价14667元/m²
https://wx.fang.anjuke.com/loupan/445818.html,https://pic4.ajkimg.com/display/xinfang/ad4aba2854d288de9140cc2a10d9f8aa/180x135m.jpg,恒基旭辉府,[ 宜兴 宜城 ] 阳羡东路与东氿大道交汇处（万达对面）,"['2室', '3室', '4室', '建筑面积：90-183㎡']","['在售', '住宅']","['项目在建', '品牌开发商', '低容积', '小型社区']",最低12500元/㎡起
https://wx.fang.anjuke.com/loupan/438100.html,https://pic4.ajkimg.com/display/xinfang/ede6205a6e5be2051af4d0b0dfc592cc/180x135m.jpg,蔚蓝滨江,[ 无锡周边 江阴 ] 江锋路北侧，望江公园东侧,"['2室', '3室', '4室', '建筑面积：82-160㎡']","['在售', '住宅']","['项目在建', '大型社区', '商业街', '医院']",均价9300元/㎡
https://wx.fang.anjuke.com/loupan/439776.html,https://pic4.ajkimg.com/display/xinfang/292dc7b46906fdbafb5b9e884058523d/180x135m.jpg,绿城东方香樟公馆,[ 无锡周边 江阴 ] 长山大道29号,"['3室', '4室', '建筑面积：120-140㎡']","['待售', '住宅']","['项目在建', '品牌开发商', '小型社区', '便利店']",售价待定
https://wx.fang.anjuke.com/loupan/445727.html,https://pic4.ajkimg.com/display/xinfang/31fdb17f0102355d8ea463a70b65bf28/180x135m.jpg,绿城水岸,[ 无锡周边 江阴 ] 山水路8号,"['2室', '3室', '4室', '建筑面积：88-180㎡']","['在售', '住宅']","['低单价', '品牌开发商', '低容积', '小型社区']",最低8500元/㎡起
https://wx.fang.anjuke.com/loupan/445728.html,https://pic4.ajkimg.com/display/xinfang/3826c2e954ac87271522f4adb26baae9/180x135m.jpg,保华敔山湾,[ 无锡周边 江阴 ] 长山大道99号,"['2室', '3室', '4室', '建筑面积：90-185㎡']","['在售', '住宅']","['项目在建', '高绿化率', '小型社区', '大户型']",均价12000元/㎡
https://wx.fang.anjuke.com/loupan/445579.html,https://pic4.ajkimg.com/display/xinfang/2ee7f645838b2fec3d0fe43d35091a40/180x135m.jpg,旭辉澄江府,[ 无锡周边 江阴 ] 人民东路与东外环交汇处,"['3室', '4室', '建筑面积：120-165㎡']","['待售', '住宅']","['项目在建', '品牌开发商', '低容积', '大型社区']",最低12800元/㎡起
https://wx.fang.anjuke.com/loupan/239738.html,https://pic4.ajkimg.com/display/xinfang/81fa887f3248f1b7b18b9abf23c8211e/180x135m.jpg,玺园,[ 梁溪 南长 ] 动力路,"['2室', '3室', '4室', '5室', '别墅', '建筑面积：89-420㎡']","['售罄', '别墅']","['品牌开发商', '大型社区', '车位充足', '医院']",售价待定周边均价18313元/m²
https://wx.fang.anjuke.com/loupan/414135.html,https://pic4.ajkimg.com/display/xinfang/b4e52fb74bd3aafcea0962a5e46d86af/180x135m.jpg,世茂时光里,[ 梁溪 北塘 ] 兴源北路，近春申路,"['2室', '3室', '4室', '建筑面积：89-140㎡']","['售罄', '住宅']","['项目在建', '装修交付', '大型社区', '医院']",均价17500元/㎡
https://wx.fang.anjuke.com/loupan/239668.html,https://pic4.ajkimg.com/display/xinfang/2c915dc9ef5fa7b5a235daf79eff2f99/180x135m.jpg,湖滨壹号,[ 滨湖 蠡湖 ] 蠡湖大道与湖滨路交叉口西侧,"['2室', '3室', '4室', '建筑面积：107-233㎡']","['售罄', '住宅']","['高绿化率', '小型社区', '车位充足', '医院']",售价待定周边均价27833元/m²
https://wx.fang.anjuke.com/loupan/247935.html,https://pic4.ajkimg.com/display/xinfang/c4e28996a942ee67b89b21ccacd1d1be/180x135m.jpg,苏宁悦城,[ 滨湖 太湖 ] 南湖大道西侧、观山路北侧（锡师附小旁...,"['2室', '3室', '4室', '建筑面积：92.87-146.81㎡']","['售罄', '住宅']","['项目在建', '品牌开发商', '高绿化率', '大型社区']",售价待定周边均价20569元/m²
https://wx.fang.anjuke.com/loupan/249734.html,https://pic4.ajkimg.com/display/xinfang/e1cf2d7fea0b1876bae46f1544b78f44/180x135m.jpg,朗诗太湖绿郡,[ 滨湖 太湖 ] 新市民中心东侧(观山路与瑞景道交叉口...,"['2室', '3室', '4室', '5室', '建筑面积：71-195㎡']","['售罄', '住宅']","['项目在建', '品牌开发商', '高绿化率', '小型社区']",售价待定周边均价20812元/m²
https://wx.fang.anjuke.com/loupan/253105.html,https://pic4.ajkimg.com/display/xinfang/5f7e0640829ad06ef3773dfa06eb9a40/180x135m.jpg,富力桃园,[ 新吴 旺庄 ] 锡兴路与泰山路交叉口西北侧（东鼎家园...,"['2室', '3室', '4室', '建筑面积：75-120㎡']","['售罄', '住宅']","['今年交房', '项目在建', '小型社区', '南北通透']",均价14000元/㎡
https://wx.fang.anjuke.com/loupan/413795.html,https://pic4.ajkimg.com/display/xinfang/7183385efd645b13a36ebc8a855e0ed0/180x135m.jpg,红星大都汇,[ 滨湖 太湖 ] 观山路，近五湖大道,"['商住', '建筑面积：33-40㎡']","['售罄', '商住']","['项目在建', '装修交付', 'loft', '大型社区']",售价待定周边均价20812元/m²
https://wx.fang.anjuke.com/loupan/239698.html,https://pic4.ajkimg.com/display/xinfang/5e3daf80d1ee1fe5ae6001d62ecaa04a/180x135m.jpg,银城尚锦城,[ 滨湖 太湖 ] 高浪路与南湖大道交汇处,"['2室', '3室', '4室', '建筑面积：85-171㎡']","['售罄', '住宅']","['低容积', '高绿化率', '大型社区', '车位充足']",总价155万元/套
https://wx.fang.anjuke.com/loupan/239545.html,https://pic4.ajkimg.com/display/xinfang/d17543ef0670ca6feddcab50d6218969/180x135m.jpg,无锡阳光100国际新城,[ 惠山 堰桥 ] 西漳天一新街1号(旅游商贸学校旁),"['2室', '3室', '建筑面积：70.13-119㎡']","['售罄', '住宅']","['项目在建', '装修交付', '大型社区', '车位充足']",售价待定周边均价11450元/m²
https://wx.fang.anjuke.com/loupan/239550.html,https://pic4.ajkimg.com/display/xinfang/618cfc2e8f488dc1fe60a6b4919a6a22/180x135m.jpg,天元世家,[ 梁溪 南长 ] 红星路28号（红星桥北侧）,"['3室', '4室', '5室', '6室', '建筑面积：161-360㎡']","['售罄', '住宅']","['高绿化率', '小型社区', '医院', '学校']",均价20000元/㎡
https://wx.fang.anjuke.com/loupan/249830.html,https://pic4.ajkimg.com/display/xinfang/7d3c3675b3d1bdc5cd6ece9822ee30a2/180x135m.jpg,吴月雅境,[ 新吴 鸿山 ] 鸿山路近鸿达路,"['2室', '3室', '别墅', '建筑面积：84.38-490㎡']","['售罄', '住宅']","['装修交付', '品牌开发商', '低容积', '小型社区']",总价400万元/套
https://wx.fang.anjuke.com/loupan/239753.html,https://pic4.ajkimg.com/display/xinfang/bbff281bf4d44a4622ec7be7e9dc1979/180x135m.jpg,小天鹅品园,[ 梁溪 北塘 ] 品惠路近钱皋路,"['1室', '3室', '建筑面积：52-135㎡']","['售罄', '别墅']","['loft', '低容积', '高绿化率', '小型社区']",均价16000元/㎡
https://wx.fang.anjuke.com/loupan/240248.html,https://pic4.ajkimg.com/display/xinfang/74704b8c1a9fb8b7bd90e11663b14b36/180x135m.jpg,红豆人民路九号,[ 梁溪 崇安 ] 锡沪路与江海路交叉口西北侧（江海街道...,"['2室', '3室', '4室', '建筑面积：89-223㎡']","['售罄', '住宅']","['小型社区', '车位充足', '购物中心', '医院']",均价17000元/㎡
https://wx.fang.anjuke.com/loupan/240087.html,https://pic4.ajkimg.com/display/xinfang/78c1bfe5ada606f095375e686bd03563/180x135m.jpg,花样年花郡,[ 新吴 旺庄 ] 太湖大道南侧(春阳路与太湖大道交汇处...,"['2室', '3室', '建筑面积：69.45-192㎡']","['售罄', '商住']","['项目封顶', 'loft', '大型社区', '便利店']",总价42万元/套
https://wx.fang.anjuke.com/loupan/239587.html,https://pic4.ajkimg.com/display/xinfang/8bc3dbd9c445090add06daef244d7f99/180x135m.jpg,太湖锦园,[ 滨湖 马山 ] 渔港路111号,"['3室', '建筑面积：115-173㎡']","['售罄', '别墅']","['装修交付', '小型社区', '旅游地产', '南北通透']",总价3600万元/套起
https://wx.fang.anjuke.com/loupan/239739.html,https://pic4.ajkimg.com/display/xinfang/a92d4006d36b894a342d813020a691df/180x135m.jpg,世纪嘉城,[ 锡山 羊尖 ] 育才南路22号,"['2室', '3室', '建筑面积：77-133㎡']","['售罄', '住宅']","['小型社区', '购物中心', '医院', '学校']",均价9000元/㎡
https://wx.fang.anjuke.com/loupan/249714.html,https://pic4.ajkimg.com/display/xinfang/fed0ff3eebea57ceee3e12d092c5e4da/180x135m.jpg,中隆广场住宅,[ 锡山 锡东 ] 东至润锡中路、南临丹山路、西至迎安路...,"['3室', '4室', '5室', '建筑面积：77-258㎡']","['售罄', '住宅']","['小型社区', '购物中心', '商业街', '医院']",售价待定周边均价14667元/m²
https://wx.fang.anjuke.com/loupan/239751.html,https://pic4.ajkimg.com/display/xinfang/3a37c4963121bda76d6c1be2140950d0/180x135m.jpg,常发欧风新天地,[ 梁溪 北塘 ] 北塘区青石路与霞美路交叉口（交叉口东...,"['商住', '建筑面积：66-97㎡']","['售罄', '商住']","['高绿化率', '小型社区', '医院', '学校']",均价9000元/㎡
https://wx.fang.anjuke.com/loupan/244848.html,https://pic4.ajkimg.com/display/xinfang/e4b78ee9fc1105a46a749bad61d732e3/180x135m.jpg,恒达星湖花海,[ 锡山 东北塘 ] 芙蓉路北、东亭路西,"['2室', '3室', '4室', '5室', '别墅', '建筑面积：63-170㎡']","['售罄', '住宅']","['小型社区', '购物中心', '南北通透', '三房朝南']",均价11000元/㎡
https://wx.fang.anjuke.com/loupan/297860.html,https://pic4.ajkimg.com/display/xinfang/91efdfc1a29a8fd700dd1d236f330c68/180x135m.jpg,金盛华彩荟,[ 梁溪 崇安 ] 广益路299号,"['商住', '建筑面积：38.41-41.68㎡']","['售罄', '商住']","['今年交房', '项目在建', '装修交付', 'loft']",售价待定周边均价17300元/m²
https://wx.fang.anjuke.com/loupan/239806.html,https://pic4.ajkimg.com/display/xinfang/12d1931c52435cb8e5c0125bc27a4553/180x135m.jpg,香榭一品,[ 梁溪 崇安 ] 人民西路148号（无锡市一中东侧）,"['2室', '3室', '4室', '建筑面积：87-169㎡']","['售罄', '住宅']","['高绿化率', '小型社区', '医院', '学校']",最低20000元/㎡起
https://wx.fang.anjuke.com/loupan/239695.html,https://pic4.ajkimg.com/display/xinfang/5020a7a032905486c082e6c42d41c773/180x135m.jpg,华府庄园白金府邸,[ 惠山 堰桥 ] 惠山大道1525号,"['3室', '4室', '别墅', '建筑面积：88-388㎡']","['售罄', '住宅']","['今年交房', '项目在建', '品牌开发商', '低容积']",售价待定周边均价13386元/m²
https://wx.fang.anjuke.com/loupan/239757.html,https://pic4.ajkimg.com/display/xinfang/b8a5b12790769980eaf5c6972bfad6a0/180x135m.jpg,富城湾,[ 梁溪 北塘 ] 广石路与凤翔路交汇处西侧(市北高中、...,"['1室', '2室', '3室', '4室', '建筑面积：57-177㎡']","['售罄', '住宅']","['高绿化率', '大型社区', '学校', '银行']",均价8500元/㎡
https://wx.fang.anjuke.com/loupan/415468.html,https://pic4.ajkimg.com/display/xinfang/a34a07d3c6d6cd57eb8fc61a03cb35ce/180x135m.jpg,西溪碧桂园,[ 惠山 钱桥 ] 上伟路，近钱洛路,"['2室', '3室', '4室', '建筑面积：90-137㎡']","['售罄', '住宅']","['今年交房', '项目在建', '品牌开发商', '大型社区']",均价10500元/㎡
https://wx.fang.anjuke.com/loupan/252709.html,https://pic4.ajkimg.com/display/xinfang/f418ba87c8593ca7015d1406785ed1e1/180x135m.jpg,华宇观澜华府,[ 新吴 江溪 ] 春阳路与春合路交汇处,"['3室', '4室', '建筑面积：77-157㎡']","['售罄', '住宅']","['项目在建', '小型社区', '车位充足', '便利店']",均价8500元/㎡
https://wx.fang.anjuke.com/loupan/251618.html,https://pic4.ajkimg.com/display/xinfang/0b5e35b63af4dd773b58f8669db144a5/180x135m.jpg,景瑞望府,[ 锡山 锡东 ] 锡东大道与兴越路交汇处,"['2室', '3室', '4室', '别墅', '建筑面积：78-240㎡']","['售罄', '住宅']","['项目在建', '高绿化率', '学校', '银行']",售价待定周边均价14667元/m²
https://wx.fang.anjuke.com/loupan/251234.html,https://pic4.ajkimg.com/display/xinfang/0bd94042d66362485d9e2c09d65b468c/180x135m.jpg,融创玉兰璟园,[ 锡山 东北塘 ] 东亭北路，近春塘路,"['2室', '3室', '4室', '别墅', '建筑面积：90-372㎡']","['售罄', '别墅']","['品牌开发商', '小型社区', '学校', '南北通透']",总价550万元/套
https://wx.fang.anjuke.com/loupan/239763.html,https://pic4.ajkimg.com/display/xinfang/dd9dcd31845e26b54ee906c45d7ffe3c/180x135m.jpg,蓉湖山水,[ 梁溪 北塘 ] 盛岸路258号(二泉花园斜对面),"['2室', '4室', '建筑面积：92.64-212.44㎡']","['售罄', '住宅']","['低容积', '高绿化率', '大型社区', '公园']",均价9500元/㎡
https://wx.fang.anjuke.com/loupan/250642.html,https://pic4.ajkimg.com/display/xinfang/8d12b16eb47811c342037f805a6166a4/180x135m.jpg,乙画苑,"[ 惠山 玉祁 ] 湖西路,近玉洁路","['商住', '建筑面积：45-120㎡']","['售罄', '商住']","['项目封顶', '购物中心', '学校', '银行']",均价5500元/㎡
https://wx.fang.anjuke.com/loupan/252619.html,https://pic4.ajkimg.com/display/xinfang/6667e25d589d9cf4552ba4bbc17e9ec0/180x135m.jpg,洛城英伦郡,[ 惠山 洛社 ] 洛社新城雅中路与校园路交叉口东南侧,"['3室', '别墅', '建筑面积：89-330㎡']","['售罄', '住宅']","['项目在建', '低容积', '小型社区', '南北通透']",均价9500元/㎡
https://wx.fang.anjuke.com/loupan/239715.html,https://pic4.ajkimg.com/display/xinfang/3a25c79e5355d9b8d7d3e07fdbf56c99/180x135m.jpg,溪畔橡园,[ 惠山 洛社 ] 石狮路101号,"['2室', '3室', '4室', '建筑面积：85-155㎡']","['售罄', '住宅']","['低容积', '小型社区', '购物中心', '南北通透']",售价待定周边均价13167元/m²
https://wx.fang.anjuke.com/loupan/239811.html,https://pic4.ajkimg.com/display/xinfang/f6390b69bd77a5bbeafd692883239e6a/180x135m.jpg,银仁御墅花园,[ 梁溪 崇安 ] 学前东路1288号(华东商贸城斜对面),"['2室', '3室', '4室', '6室', '建筑面积：98-330.18㎡']","['售罄', '住宅']","['低容积', '高绿化率', '大型社区', '学校']",均价9500元/㎡
